,_id,tweet_id,text,task_1,task_2
2175,60c5d7495659ea5e55df10b9,hi_hasoc_2021_2175,"अलविदा शेर-ए-बिहार…  अल्लाह आपकी मग़फ़िरत फरमाए, आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए. 🤲 #JusticeForShahabuddin https://t.co/oq7Yh5kCkw",NOT,NONE
2153,60c5d7495659ea5e55df10b5,hi_hasoc_2021_2153,"“दर्द कहाँ तक पाला जाए, युद्ध कहाँ तक टाला जाए, तू भी है राणा का वंशज, फेंक जहाँ तक भाला जाए”  #BengalBurning",NOT,NONE
4240,60c5d7495659ea5e55df1ce0,hi_hasoc_2021_4240,मेरे केरल ने कचरे को मिटा दिया है  #India #ResignPMmodi @narendramodi https://t.co/RnhVIHm64c,NOT,NONE
1027,60c5d7495659ea5e55df0aec,hi_hasoc_2021_1027,"देश संकट में हो, तब देश से प्रेम करने वालों और देश पर धोखे से वार करने वालों के चेहरे साफ दिखने लगते हैं। ये वक़्त ऐसा ही है। देश सब देख रहा है।  #ChineseVirus #SaveLife",NOT,NONE
1824,60c5d7495659ea5e55df0edd,hi_hasoc_2021_1824,मनहूस जब भी आता है  कुछ न कुछ बेचने के लिए ही इस महामारी में खरीदने के बजाए बेचने में लगे है दुग्गल साहब #ResignModi #IDBIBank #IndiaNeedsOxygen,NOT,NONE
5528,60c5d7495659ea5e55df1604,hi_hasoc_2021_5531,"@arunbajpairajan दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",HOF,HATE
904,60c5d7495659ea5e55df09fe,hi_hasoc_2021_904,#BengalBurning  #ममता_की_निर्ममता  @BJP4CGState  @BJYMCGState  @MamataOfficial  @1974pawansai  @AmitSahuBjp https://t.co/qdr8n2CSvr,NOT,NONE
1727,60c5d7495659ea5e55df0ec5,hi_hasoc_2021_1727,अब और  नहीं l #राष्ट्रपति_जी_बंगाल_संभालो #BengalBurning  #bengalvoilence,NOT,NONE
5511,60c5d7495659ea5e55df15c9,hi_hasoc_2021_5514,@Don47482883 अब कौन से जमाती है अब तो उस समय से ज्यादा फैल रहा है और ये कुम्भ मेला आयोजित करने के बारे में क्या कहना है ये जमाती से ज्यादा गुनाहगार नहीं है होश मे रह कर बात करो #CoronaSecondWave #ResignPMmodi #CoronavirusIndia #CentralVistaProject https://t.co/5dCPH3P47P,HOF,HATE
4452,60c5d7495659ea5e55df07aa,hi_hasoc_2021_4453,@thenitinnotes कितने बड़े हरामी और हिटलर निच टाइप केे अच्छी सोच वाले इंसान हो आप..,HOF,PRFN
3216,60c5d7495659ea5e55df17ce,hi_hasoc_2021_3216,Thank you @patcummins30 ❤❤❤❤🙏🙏🙏 #IndiaCovidCrisis  PM CaReS FuND be like👇 https://t.co/ecXvENaQ18 https://t.co/AebSaYZz0z,NOT,NONE
3129,60c5d7495659ea5e55df158c,hi_hasoc_2021_3129,@TejYadav14 पहले कहा थे अब बोली निकल रहा है  #JusticeForShahabuddin,NOT,NONE
6020,60c5d7495659ea5e55df1985,hi_hasoc_2021_6025,"ओ गीदड़ की फ़ौजों ! कहाँ गयी तुम्हारी चीत्कार, जब बंगाल जल रहा है! बलात्कार और मासूमियत की दुहायी नहीं सुनाई दे रही है! ग़ैर हिंदुओं के लिए तो तुम्हारा हावड़ा तुरंत खुल जाता है, कहाँ है तुम्हारी तथा क़थित इंसानियत! अब मुँह खोलो  #CruelMamata #PresidentRuleInBengal #BengalBurning",HOF,HATE
2758,60c5d7495659ea5e55df12fa,hi_hasoc_2021_2758,केजरीवाल भी #Islamophobia संघी है  ये हर मुसलमान को तस्लीम कर लेना चाइये  पहले मौलाना शाद और अब सहाबुद्दीन साहब #ShameOnKejriwal,NOT,NONE
257,60c5d7495659ea5e55df05be,hi_hasoc_2021_257,#किसानों_की_आवाज_राहुल_गांधी एक ओर भी ट्रेंड चला दो के अवैध खनन माफि यो के साथ #अशोक_सरकार  #अवैधखननबंद करने के लिए @CP_Jodhpur @dcpwestjodhpur से गुहार लगाई लेकिन कोई उन पर कार्यवाही नहीं  मुझे लगता है अब #Islamophobia_in_india  में जोधपुर पुलिस  प्रशासन भी साथ दे रही है,NOT,NONE
313,60c5d7495659ea5e55df052f,hi_hasoc_2021_313,@AMISHDEVGAN दलाल खरीदा हुआ चाबीवाला खीलोना हैं। 😀😂🤣😂,HOF,OFFN
4834,60c5d7495659ea5e55df0b12,hi_hasoc_2021_4837,छोटा सहाबुद्दीन तो है ही लेकिन ये सहाबुद्दीन साहब की तरह आपकी गुलामी करने वाले नही है आप कितना उनके साथ खरे थे ये तो जमाना जानता है  #JusticeForShahabuddin  #BoycottRJD https://t.co/E36wz4lKAb,HOF,HATE
2253,60c5d7495659ea5e55df10c1,hi_hasoc_2021_2253,करोना की आड़ में कही ये सारी मौतें 5G टेस्टिंग और इसकी रेडिएशन से तो नहीं न हो रही! 🤔  @narendramodi @AmitShah @PMOIndia @RSSorg @BJP4India #RSS #RSSTerrorists #Rss_terrorists #RSS_चीन_से_लड़ो  #Islamophobiainindia #Islamophobia #BJP #bjp4india #NarendraModi,NOT,NONE
4001,60c5d7495659ea5e55df1c7d,hi_hasoc_2021_4001,#ModiResign #मोदी_इस्तीफा_दो #indiawantmodiresign #ModiKaVaccineJumla https://t.co/IYW9UZCT3B,NOT,NONE
3084,60c5d7495659ea5e55df1618,hi_hasoc_2021_3084,राजस्थान में पाबंदियों के बीच बिगड़े कोरोना के हालात  #IndiaCovidCrisis https://t.co/f3JQsJrVte,NOT,NONE
916,60c5d7495659ea5e55df0b8c,hi_hasoc_2021_916,जो शहाबुद्दीन के साथ हैं वो इस ट्वीट को रीट्वीट करें और इस हैसटैग पर ट्वीट करें #JusticeForShahabuddin,NOT,NONE
3465,60c5d7495659ea5e55df1afc,hi_hasoc_2021_3465,शेर _ऐ_बिहार शहाबुद्दीन के दफन के साथ साथ  @@yadavtejashwi अपनी पार्टी का जनाज़ा तय्यार कर लो #JusticeForShahabuddin,NOT,NONE
5385,60c5d7495659ea5e55df1422,hi_hasoc_2021_5388,आज़म खान साहब का इलाज AIIMS में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते😢🙏 #JusticeForShahabuddin,NOT,NONE
3238,60c5d7495659ea5e55df17ea,hi_hasoc_2021_3238,बंगाल पर अब चिंतन करने की आवश्यकता है क्योंकि चिंता करने से तो चिताएं ही जल रही हैं...😡 #Bengalisburning #BengalBurning #BBMPBedScam https://t.co/gxj5qQhNpD,NOT,NONE
4540,60c5d7495659ea5e55df0b70,hi_hasoc_2021_4541,देखिए आज मोदी जी संबोधित करेंगे 5 बजे शाम में देश को  मौत के मुँह में धकेलकर और संबोधित करेंगे कि मित्रो अब तुम भाड़ में जाओ फिर भी हम ही  प्रधानमंत्री बनेगे ...जो उखाड़ना हो उखाड़ लो || ◆देश का नेता कैसा हो भोसड़ी वाला जैसा हो ◆ ★★जय हो ★★ @narendramodi  @NitishKumar,HOF,PRFN
2780,60c5d7495659ea5e55df1485,hi_hasoc_2021_2780,@ajitanjum @neeleshmisra शायद बंगाल में हार के बाद ग्रह दशा बदल रही है भाजपा की और शायद अब देश के हालत भी बदलें। #ExitModi #ResignModi #ModiHataoDeshBachao https://t.co/YoUUvlfIZI,NOT,NONE
4470,60c5d7495659ea5e55df0800,hi_hasoc_2021_4471,"कबीर परमेश्वर जी ने अध्यात्म का विधान बताया है। कहा है कि जो स्त्रा भक्ति नहीं करती, वह अगले जन्म में कुतिया का जीवन प्राप्त करके गली-गली भौंकती फिरती है। कोई उसको भोजन का ग्रास भी नहीं डालता।  मानव जीवन में सब भोजन समय पर मिल रहा था। भक्ति न करने से यह दशा होगी। 🙏🙏🙇 https://t.co/9PfZK3EYl8",NOT,NONE
86,60c5d7495659ea5e55df06d5,hi_hasoc_2021_86,#BengalBurning #BengalViolence #NRC_जल्द_लागू_हो #wesupportkangana https://t.co/DihKW3pANs,NOT,NONE
5613,60c5d7495659ea5e55df1774,hi_hasoc_2021_5616,जब अज्ञानी ज्ञान समजने को सज्ज ना हो और दृष्टि डालने पर भी तैयार ना हो तो दंड ही दया है।  #BengalViolence #BengalBurning,NOT,NONE
4237,60c5d7495659ea5e55df1cb0,hi_hasoc_2021_4237,"इलाज और “ऑक्सीजन” के बिना रोज़ “हज़ारों” लोग मर रहे हैं, इनके लिये भी एक दिन धरने पर बैठ जाओ Nadda जी प्लीज़.🙏 @BJP4India #DelhiRains @JPNadda #BengalBurning #SpinelessBJP #ModiResign",NOT,NONE
5314,60c5d7495659ea5e55df1427,hi_hasoc_2021_5317,@awasthis @ABPNews मीडिया ने तो 6 सालो से चेहरे पर मास्क पहना है की वो पत्रकार है लेकिन हकीकत में मीडिया और पत्रकार तो चाटुकारी कर रहे है। इतना दोगला देश में कोई नही (इनका बाप भी नही) जितना देश का बिकाऊ मीडिया है। दोगला,HOF,HATE
2372,60c5d7495659ea5e55df118d,hi_hasoc_2021_2372,"@BJP4India @JPNadda हाँ हाँ,कड़ी निंदा करके। चुड़िया पेहेन चुके हो या भिजवाए !! #BengalBurning #PresidentRuleInBengal",NOT,NONE
6123,60c5d7495659ea5e55df1a2e,hi_hasoc_2021_6128,"@advosiddhu सत्य मेव जयते, यानी की सत्य की विजय होती है। जिसने भी ये कहा होगा अव्वल दर्ज़े का हरामी होगा। आइये मैं बताता हूँ आपको शास्वत सत्य। ""जो विजयी होता ही वही सत्य होता है"" अल्पसंख्यक (सावर्ण) इस बात को बखूबी जानते हैं मगर बहुसंख्यक को उल्टी पाठ पढ़ते हैं और जाहिल बहुसंख्यक पढ़ते हैं।",HOF,PRFN
5624,60c5d7495659ea5e55df172e,hi_hasoc_2021_5627,@OmarAbdullah मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
2946,60c5d7495659ea5e55df1550,hi_hasoc_2021_2946,@Sandeep_News_24 @shanaullahp @TejYadav14 shram करो तुम लोग कैसी कैसी बाते हो रहीं हैं जाके डूब मरो बिहारी तुम हो नहीं सकते  #JusticeForShahabuddin,NOT,NONE
2634,60c5d7495659ea5e55df12c6,hi_hasoc_2021_2634,जल्द ही सुहागरात भी चौराहे पर मनाना आधुनिकता कहलाएगा जब यही सब आधुनिकता है तो कुत्ते-कुतिया हमसे अधिक आधुनिक हैं । ये फोकटी आधुनिकता ले डूबेगी।क्योंकि फटी जीन्स  में आपको वही लोग नही देखना चाहते जो आपके शुभचिंतक है। बाकी दुनिया तो आपको आपकी बहन बेटियो को नंगा देखना चाहती ही है।,NOT,NONE
1573,60c5d7495659ea5e55df0f34,hi_hasoc_2021_1573,ज्ञान नही वैक्सीन चाहिए....  #ModiKaVaccineJumla   @INCUttarPradesh @abhaypandey04 @pankhuripathak @pradeepjain52 @ShaliniSinghINC https://t.co/q2wsHx0NJ6,NOT,NONE
36,60c5d7495659ea5e55df06df,hi_hasoc_2021_36,#justice_for_rupa_tirkey #Justice_for_sarswati_jana #बंगाल_बचाओ_मोदीजी #CruelMamata #BengalBurning #Bengalisburning #BengalViolence #tejasvisurya #TMCTerror #tmcgoons #wednesdaythought #justice_for_rupa_tirkey #Justice_for_sarswati_jana #बंगाल_बचाओ_मोदीजी #CruelMamata #Bengal,NOT,NONE
1622,60c5d7495659ea5e55df0dd4,hi_hasoc_2021_1622,तुम्हें तुम्हारी औकात का उस दिन पता चलेगा.. जब लोग तुम पर मिट्टी डाल कर..तुम पर ही झाड़ देंगें.. #JusticeForShahabuddin https://t.co/uX6X0VJ7Cp,NOT,NONE
3002,60c5d7495659ea5e55df1607,hi_hasoc_2021_3002,@ashoswai @Aakar__Patel मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
2728,60c5d7495659ea5e55df12f3,hi_hasoc_2021_2728,"@shivanshusunny0 @myogioffice @narendramodi @myogiadityanath Modi key kutsit irradey key aagey yogiji pust hain  “हीरे को परखना है तो अंधेरे का इंतज़ार करो, धूप में तो काँच के टुकड़े भी चमकने लगते हैं” Heera hain yogiji or kaanch ka tukda hai modiji #Resign_PM_Modi",NOT,NONE
1758,60c5d7495659ea5e55df0d25,hi_hasoc_2021_1758,"#मऊ -  मुख्तार अंसारी की अवैध करोड़ों की अचल संपत्ति पर प्रशासन की बड़ी कार्रवाई  कई एकड़ भूमि जिला प्रशासन कर रहा है कुर्क, मौके पर कई थानों की फोर्स मौजूद, #दक्षिण_टोला थाना क्षेत्र के #दसईपोखरा के पास जमीन पर हो रही है कार्रवाई",NOT,NONE
5746,60c5d7495659ea5e55df18af,hi_hasoc_2021_5749,"कभी कभी तो लगता है कि, मोदी चाचा से ज्यादा तो, सोनु सूद और ट्विटर काम कर रहे हैं देश के लिए।  #ResignModi #BjpDestroyedIndia #BJPFailsIndia",NOT,NONE
540,60c5d7495659ea5e55df0890,hi_hasoc_2021_540,कोई है जो भाजपा के धरना प्रदर्शन का फायदा बताएगा ❓  #BengalBurning,NOT,NONE
1456,60c5d7495659ea5e55df0d06,hi_hasoc_2021_1456,"हर पाप का अंत निश्चित है।  बंगाल में हिंसा के नंगे नाच और TMC द्वारा भाजपा कार्यकर्ताओं की हत्याओं के खिलाफ सब्जी मार्किट नेहरू नगर में प्रदर्शन किया।  ममता बैनर्जी, भगवान के घर देर है पर अंधेर नही।  #BengalBurning #BengalElection2021 https://t.co/Pn1ivfTIH9",NOT,NONE
5535,60c5d7495659ea5e55df1682,hi_hasoc_2021_5538,@ippatel जब केंद्र के मंत्री z+ की सुरक्षा लेकर भी बंगाल दौरा सही से भी कर सकते उनपे हमला होता हैं तो उन करोड़ों कार्यकर्ता पे क्या जुर्म ढाया जा रहा होगा अफसोस अभी ये निंदा धरना देंगे 😡 इनके लिए सता ही सबकुछ है और कुछ नही कुछ तो शर्म करो #BengalBurning #bengalvoilence #ममता_की_निर्ममता,HOF,HATE
6012,60c5d7495659ea5e55df18f1,hi_hasoc_2021_6017,शेरू शायद कुतिया के पिल्ले का नाम है 🤔🤔 https://t.co/Epv88Z0Xvg,HOF,OFFN
5327,60c5d7495659ea5e55df138a,hi_hasoc_2021_5330,@ReallySwara अब तो ये साबित हो गया है कि बंगाल में ममता बनर्जी नही बल्कि ममता बनर्जी का खौफ और आतंक जीता था। #BengalBurning #BengalViolence https://t.co/NknnT4f6EI यह हैवानियत नहीं है कमीनी,HOF,OFFN
3463,60c5d7495659ea5e55df1ad5,hi_hasoc_2021_3463,केंद्रीय मंत्री माननीय @VMBJP जी पर बंगाल में टीएमसी के गुंडों ने हमला किया। जब केंद्रीय मंत्री तक पर हमले हो रहे हैं तो आम बंगाली का क्या हाल होगा। शर्म करो @MamataOfficial जी शर्म करो #BengalInFlames #BengalViolence #BengalBurning https://t.co/j5fCnBWSSu,NOT,NONE
4993,60c5d7495659ea5e55df0ccf,hi_hasoc_2021_4996,"@Naeem07K @medusaflower @RahulGandhi भाइयों बहनों पैशे खिदमत है, एक और #पप्पूशास्त्र का विद्यार्थी 🤣  Don't listen to @medusaflower Its' a #ChineseAgent working as a #ChineseBot heavily funded by enemy countries to trouble India n spread #ChineseVirus.  Proponent of #Pappuanomics  1 of a #INCorporated #LOLu",HOF,HATE
4800,60c5d7495659ea5e55df0a4d,hi_hasoc_2021_4802,@Ssaniya_ मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
103,60c5d7495659ea5e55df068a,hi_hasoc_2021_103,"साम,दाम,दंड,भेद,सारे हथकंडों के बाद भी जब सत्ता ना पाओ तो दंगा कराओ और फिर राष्ट्रपति शासन चिल्लाओ!खिसियानी बिल्ली खंबा नोचे! #ModisCrimeAgainstIndia #ResignPMmodi  #SpinelessBJP #fakenews #COVID19 #BJP #ModiSarkarHiSystemHai #DisinvestmentSCAM #AjitSingh #thursdayvibes #COVID19",NOT,NONE
171,60c5d7495659ea5e55df05ad,hi_hasoc_2021_171,आखिरकार बंगाल वालों ने हावड़ा ब्रिज बिकने से बचा ही लिया💪 #bangalelection #2May_विश्व_सेवा_दिवस #MamataBanerjee #ModiKaVaccineJumla #BengalElections2021 #Elections2021,NOT,NONE
1526,60c5d7495659ea5e55df0efd,hi_hasoc_2021_1526,घमण्ड था की प्लॉट लेंगे कश्मीर की वादी में.. आज बेड भी नही मिल रहा देश की आबादी में... #ResignModi,NOT,NONE
3808,60c5d7495659ea5e55df1ad6,hi_hasoc_2021_3808,गाँधीगिरी सिंड्रोम    #BengalBurning https://t.co/DZv5Ysr01N,NOT,NONE
2600,60c5d7495659ea5e55df13dd,hi_hasoc_2021_2600,उनका काम हो गया. अब भाईचारा गैंग एक्टीवेट हो जयेगी.  #BengalBurning,NOT,NONE
1803,60c5d7495659ea5e55df0ce5,hi_hasoc_2021_1803,Everyone to BJP right now! #शुभेंदुअधिकारी #नरेंद्र_मोदी_ग्लोबल_पप्पू #ResignPMmodi https://t.co/0Uf9lValiu,NOT,NONE
1642,60c5d7495659ea5e55df108d,hi_hasoc_2021_1642,"There is absolutely no greater high than challenging the power structure as a nobody, giving it your all, and winning!  #कृषि_कानून_रद्द_करने_पड़ेंगे #ResignModi #FarmersProtest https://t.co/8OO0hVDd4W",NOT,NONE
3590,60c5d7495659ea5e55df1aab,hi_hasoc_2021_3590,#दोगले_भाजपाई  नाकारा मोदी सरकार की नौटंकी का दंश झेल रहे हैं देशवासी।  #Resign_PM_Modi #ModiMustResign https://t.co/3iSPICpEig,NOT,NONE
3148,60c5d7495659ea5e55df14ae,hi_hasoc_2021_3148,मुर्ख तो जनता को ही बनना है😂 कोई भी banaye! 🤣 https://t.co/gk04r1cmqo,NOT,NONE
4449,60c5d7495659ea5e55df06f2,hi_hasoc_2021_4450,प्रतिशोध और प्रेम में स्त्री पुरूष से अधिक असभ्य और नग्न होती है..! @MamataOfficial #BengalViolence #BengalBurning,HOF,OFFN
5481,60c5d7495659ea5e55df167d,hi_hasoc_2021_5484,मोदी है तो देश में मातम मुमकिन है  शुक्रिया @narendramodi  आजाद देश की हालत बरबाद करने के लिए 🙏🙏 #ResignPMmodi #Resign_PM_Modi #ResignPMmodi #corruptedmodi,HOF,HATE
1191,60c5d7495659ea5e55df0a28,hi_hasoc_2021_1191,@iSurendraYadav न्यायिक जांच होनी चाहिए  #JusticeForShahabuddin,NOT,NONE
3675,60c5d7495659ea5e55df1bc5,hi_hasoc_2021_3675,"आज नम आँखो से शेरे-बिहार रुख़सत, अल्लाह पाक ईनके परिवार को सब्र आता करे                  إِنَّا لِلَّهِ وَإِنَّ إِلَيْهِ رَاجِعُونَ.     #Shahabuddin #JusticeForShahabuddin https://t.co/gnoTHaA3uq",NOT,NONE
3792,60c5d7495659ea5e55df195c,hi_hasoc_2021_3792,@IzharHussainPa9 #JusticeForShahabuddin  #आजम_खान_की_जान_बचाओ #ResumeflightsIND_KSA,NOT,NONE
1519,60c5d7495659ea5e55df0e5b,hi_hasoc_2021_1519,"जो तौर है दुनिया का उसी तौर से बोलो, बहरों का इलाक़ा है ज़रा ज़ोर से बोलो।  #RJDSpeak4Shahabuddin #JusticeForShahabuddin @OsamaShahab_ https://t.co/nOOl6ZTCBo",NOT,NONE
3982,60c5d7495659ea5e55df1ad0,hi_hasoc_2021_3982,@laxmi_sangita लेकिन लक्ष्मी संगीता.... गली की कुतिया बीच में क्यों पड़ रही है,HOF,OFFN
5315,60c5d7495659ea5e55df1435,hi_hasoc_2021_5318,शर्म आता है हमें! कहाँ से कहाँ पहुँचा दिया देश को। #ModiMadeDisaster  #ResignModi https://t.co/dyoevoeqFA,HOF,HATE
2477,60c5d7495659ea5e55df136a,hi_hasoc_2021_2477,"मोहम्मद शहाबुद्दीन मामले की सुनवाई दिल्ली हाई कोर्ट में शुरू,  क्या ओसामा शहाब को न्याय मिल पायेगा??  #JusticeForShahabuddin",NOT,NONE
4722,60c5d7495659ea5e55df08e3,hi_hasoc_2021_4723,नस नस को हिला देते है कमीने काफिर,HOF,PRFN
4571,60c5d7495659ea5e55df0c2d,hi_hasoc_2021_4572,"@MithileshJMM @HemantSorenJMM @JharkhandCMO जानवर तो शिखा गए, लेकिन",NOT,NONE
804,60c5d7495659ea5e55df0b67,hi_hasoc_2021_804,Modis strategy is there is no strategy other than to look good. Don't worry his regime re-writes history books  #कृषि_कानून_रद्द_करने_पड़ेंगे #ResignModi #FarmersProtest https://t.co/p4Jik01OZo,NOT,NONE
435,60c5d7495659ea5e55df0821,hi_hasoc_2021_435,"आज साफ सफाई के दौरान गलती से TV के सेट टॉप बॉक्स पे सैनिटाइजर स्प्रे कर दिया, तब से TV पे @aajtak ,@republic ,@ZeeNews  @ABPNews @indiatvnews , आदि नहीं आ रहा... क्या करूँ दोस्तों? 🤔🤔🤔 #FakeNews #ThirdWave  #GodiMedia  #BengalBurning  #ModiResignOrRepeal",NOT,NONE
3423,60c5d7495659ea5e55df1b34,hi_hasoc_2021_3423,@HeyILost @ABPNews @BJP4India @PMOIndia @HMOIndia @JPNadda मूर्ख-अंधभक्त को पता नहीं..एक दिन के महाराष्ट्र के मुख्यमंत्री @Dev_Fadnavis ji को बधाइयाँ और शुभकामनाएं..देने बालों को जनता समक्ष रही है..O² की कमी से मरने वालो के परिवार की संवेदनाए एवं तडप दिखाई नहीं देती है..शर्म करो-शर्म करो  मा.श्री@myogiadityanath jiमा.PM के समकक्ष खडे है!,NOT,NONE
1701,60c5d7495659ea5e55df0fed,hi_hasoc_2021_1701,इंदौर पुलिस ने पकड़ी रेमडेसिविर इंजेक्शन की कालाबाजरी करने वाली गैंग #Indore #News #MadhyaPradesh #Covid #Vaccine #NewsUpdate #Remedisivir #CoronaSecondWave #IndiaCovidCrisis   #Gwaliorkhabar   https://t.co/QAHVNy9mFl,NOT,NONE
2265,60c5d7495659ea5e55df1165,hi_hasoc_2021_2265,"राज्य सरकार के उदासीन रवैए को गंभीरता से लेते हुए अब केंद्र सरकार भी यथोचित कार्यवाही करे। जहां सुरक्षा-बल तक सुरक्षित ना हों वहाँ सामान्य नागरिकों का क्या हाल होगा, यह आसानी से समझा जा सकता है : @MParandeVHP #CruelMamata #BengalBurning  #HindusLivesMatter  #ShameOnMamata",NOT,NONE
1983,60c5d7495659ea5e55df1028,hi_hasoc_2021_1983,"@Nallabalu1 #ModiResign  #ModiKaVaccineJumla अनगिनत हत्याओं के जुर्म में #आजीवनजेल_जाएगा_तो_मोदी_ही  #आजीवनजेल_जाएगा_तो_मोदी_ही  #आजीवनजेल_जाएगा_तो_मोदी_ही  #आजीवनजेल_जाएगा_तो_मोदी_ही #आजीवनजेल_जाएगा_तो_मोदी_ही  #आजीवनजेल_जाएगा_तो_मोदी_ही  यकीनन यदि परिजनों में बुजदिली, कायरता न हो",NOT,NONE
2371,60c5d7495659ea5e55df1178,hi_hasoc_2021_2371,यही इलाज है आक्सिजन की कमी दूर करने का । सवाल दबा दो तो जवाब देने की जरूरत नही ।  #ॐशांतिॐ #Resign_PM_Modi  #मोदी_इस्तीफा_दो  #मोदी_है_तो_मुनकिन_है  #BjpDestroyedIndia  #ModiGovtSeNaHoPayega #evm #election #चुनाव_आयोग https://t.co/1WYEYyD807,NOT,NONE
5258,60c5d7495659ea5e55df10c5,hi_hasoc_2021_5261,2 मिनट का मौन उन दोगले के लिए जिन्हें पश्चिम बंगाल में इलेक्शन दिखा रैली दिखी कोरोना संक्रमण दिखाओ मुख्यमंत्री शपथ दिखा अब हिंसा लूट मार काट बलात्कार यह सब नहीं दिख रहा है #ममता_की_निर्ममता  #BengalViolence  #BengalBurning  #media,HOF,HATE
3745,60c5d7495659ea5e55df1cef,hi_hasoc_2021_3745,@Musu_1 @ShahlaTweets @o07SohrabAli @lMohammad_ @Alpanah51 @Drmahera552 @hussain_hrw @TweetsOfIram @ShabinaBano_ @hijaabiqueenn @Nargis_Ansari74 आज ओसामा नहीं हारा ब्लकि हम  हार गयें हैं हमारी वह उम्मीद हार गयी जो हमनें अपनों से की थी... 😢 #JusticeForShahabuddin,NOT,NONE
4254,60c5d7495659ea5e55df05e7,hi_hasoc_2021_4254,"इन लोगों से वैशया अच्छी है, जो कम से कम अपनी देह बेचती है। https://t.co/lZDOz9muNe",HOF,OFFN
5034,60c5d7495659ea5e55df0e9b,hi_hasoc_2021_5037,सरकार तो विक्की जैसे हर आदमी पर FIR करेगी क्योंकि ये नए UP और नए हिन्दुस्तान कि पोल को खोल रहे है #CoronaPandemic #YogiAdityanath #Corona #Elections2021 #ElectionResults2021 #Resign_PM_Modi #Yogiji_app_se_na_ho_payega #IndiaNeedsOxygen #DM_शैलेश_यादव_सस्पेंड @myogiadityanath https://t.co/ez2VstuipX,HOF,HATE
4871,60c5d7495659ea5e55df0d2b,hi_hasoc_2021_4874,बंगाल हिंसा में हुई 4 लोगों की मौत से देशभर में होती प्रतिदिन कोरोना से 3500 लोगों की मौतें  ढाँक दी..वाह मोदी जी वाह खेल अच्छा है!!!ॐशान्ति #BengalBurning,HOF,HATE
5606,60c5d7495659ea5e55df17e6,hi_hasoc_2021_5609,@viswadeep12345 @JitinPrasada @ABPNews @aajtak @News18India @NavbharatTimes @ZeeNews अब तो और नहीं कर पाएगा  दोगला चरित्र की राजनीति कर दिए प्रसाद जी ने । पहले भाजपा ब्राह्मण विरोधी और अब क्या हुआ,HOF,OFFN
5132,60c5d7495659ea5e55df0e81,hi_hasoc_2021_5135,"दिल्ली के दरबार में, कौरव का है ज़ोर; लोक्तंत्र की द्रौपदी, रोती नयन निचोर; रोती नयन निचोर नहीं कोई रखवाला; नए भीष्म, द्रोणों ने मुख पर ताला डाला; कह कैदी कविराय, बजेगी रण की भेरी; कोटि-कोटि जनता  न रहेगी बनकर चेरी। #BengalBurning #SpinelessBJP",NOT,NONE
5436,60c5d7495659ea5e55df1404,hi_hasoc_2021_5439,@INCIndia कांग्रेस का दोगला रवैया लाखों लोगों की जान पर भारी पड गया,HOF,HATE
186,60c5d7495659ea5e55df0690,hi_hasoc_2021_186,#कोविड़_सेवक_दल  के सदस्य पुरे देश में karona पीड़ित की लिए दिन रात काम कर रही हैं।  आपसे निवेदन है कि जरूरत जरूरतमंदों को तुरंत सहयता के लिए इस #TWEET को RETWEET  🔃 करे जिससे उनको हमारे लोग #HELP कर सके।  🙏  #ModiKaVaccineJumla,NOT,NONE
5082,60c5d7495659ea5e55df0efe,hi_hasoc_2021_5085,@mohdsuleman78 @SPatel_Indian मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
4421,60c5d7495659ea5e55df0826,hi_hasoc_2021_4422,शहाबुद्दीन गुंडा था अमित शाह और मोदी शरीफ है  शहाबुद्दीन सांसद रहे विधायक रहे भले वह गुंडा था आज राजनीति में 90% गुंडे ही तो भरे हैं कौन साला राजा हरिश्चंद्र की औलाद है #JusticeForShahabuddin  @OsamaShahab_,HOF,OFFN
3479,60c5d7495659ea5e55df1c5e,hi_hasoc_2021_3479,राजद के नवादा ज़िला अध्यक्ष कमरुल बारी साहब ने राजद से दिया इस्तीफा… #JusticeForShahabuddin https://t.co/MeDGROfDnn @RJDforIndia #JusticeForShahabuddin,NOT,NONE
