id,twitter_id,text,comments,labels
hasoc_245,1390549309293268993,Brother.. how to stop Mamatha ji in West Bengal.. as soon as she came to power started showing her real face and look at the atrocities her party is doing in the last -4 days ???,"He won't care, after congress and communist's statement abt WB also he was backing her ny saying it's by BJP, as he only admitted he is South swara",NONE
hasoc_246,1394528396416229378,"does he have an ""image"" ??",That's why he is the PM,HOF
hasoc_247,1383267035182886926,Mamata????,"Mamta ghar pr diye jala rahi hai..::She fights with people::Mamta does Chandi Path::Rigging!!!::Mamta ko desh ki jemedaari di gai hai, achha huaa Rahul Gandhi nahi bola aapne.::Fake politician this!::You can't compare the PM to state CM. Responsibilities are very different. Besides, elections are in Bengal, if Mamata doesn't fight the election for TMC, who will? If BJP cannot fight any election without Namo, it is their weakness.",NONE
hasoc_248,1394529075490922497,"Sir, tarnishing modiji image is not tarnishing India image...","Yes but congress often cross this fine line and hating a person has now become hating the nation::Modi is head of the state and there fore both are related.::Calling it Indian Strain?::Aur Congress ke Piddi banna raj dharm hai jo tum jaise Nibha rahe...Wah bahot khoob Piddi::Wow mtlb koi questions pooche to sahi and agar uska reply de to ""tarnishing Modi image"" dude why tf you ask questions then if you aren't ready to hear the answers::Ok Namazi.::Modi se questions karna desh dhroh hai.Tum desh drohi ho..Shree Shree modi bhagwan moksh de rahe logo ko..Or badpan dekho.. chupa bhi rahe ki kitno ko deya..",NONE
hasoc_249,1392719248624029700,We are not same bro like you guys we are not going to kill/ murder anyone. Our Hinduism doesn't teach us to kill/ murder.,you only do lynching,HOF
hasoc_250,1399044510194094082,,,HOF
hasoc_251,1397896180135202821,"Ministry of IT is dealing with twitter, it has no role in vaccine procurement. Vaccines aren't there, doesn't mean everything else in the country will be stopped.","She is from , right?They are intellectuals &amp; smart, how can you correct her!? Be the words whatever nonsense &amp; sht- what she is speaking is intelligent!It's IT department's responsiblity to make vaccines.Also, I request to make vaccines.::Just proves her sense and IQ!!!::(New Blog Post) ' ( Click &amp; Read )",NONE
hasoc_252,1394535589295185923,Today I must say that investigate out of hathras Assm amethi rape kand soon cheap Politics made by Gandhi,"I think you have evidence, please help to , to investigate. , will help you to investigate the case.",NONE
hasoc_253,1398290949369827328,Get well soon.Anybody has any idea where is Arnab Goswami these days ?,"he is in Haryana, to collect some evidences against Fake farmer protest...he will return tomorrow on nd Jun",NONE
hasoc_254,1395656860842160132,India needs immediately population control and universal civil code.,"After looking at the pictures of mass cremations, it looks like the population is already coming under control so relax.",NONE
hasoc_255,1386408467594846208,You will never be like dolund. Not my president.,Dolund chicha::Dolaand it is,HOF
hasoc_256,1398605220926558208,"You're anti-Hindu and non-liberal.Evidence maang lo bas, flood hon jaayega.",Flood it.,HOF
hasoc_257,676627799063400448,"saar, he's still our PM, let's not drop to name-calling levels.","let him show some decency first, if he speak shit he deserves shit::sure ! Bhagoda , anarchist , terrorist , anti national ! - who said these ? Plz reflect n come back !",NONE
hasoc_258,1398286216651440134,Yeh Mukti day uskay shareer ko bhagwaan,"""thou who wish ill to others , have their souls at stake already """,HOF
hasoc_259,1395650791139004422,We need relief from YOU ! Please spare us.....,Bsdke ke sach jaaney ki himmat nahi to inko fillow kyu krta hai::Cow dung is enough for uCome out of the shells u bhaktsWht wrong did she say?,HOF
hasoc_260,1392722329541562378,Nope ! Only Muslims can set Hindu extremists ass on fire and not Charlie hebdo ! France is their new daddy so they dont mind,"Ma chod dia ho bhyia ji::Well they're not wrong, accepting the hard truth is the way::,::I have no issue with Charlie Hebdo on this, because they are not hypocrites like liberal idiots like yourself and others.::Kathmulle Chup . Only heroes like Ash!n W!thu can handle s well . Ask Myanmar how they handled Sullas .::maamu ko abbu jaan banaane waale dusroo per majak karne ki koshish kar raha hai ...",HOF
hasoc_261,1392716347507822596,I shared this do you have balls to share the prophet cartoon published by them,He is a fictional character may be he provide things in his fictional book that fell from the sky,HOF
hasoc_262,1386529740509560836,You are assisting for your future needs this not generosity this is called selfish.,Have you done anything to help? If not take a seat::F you then. We'll just keep it. Jesus! Ungrateful bastard,HOF
hasoc_263,1394929197663997957,".... ... .. , ..! back","Jihadio se maang, nalle puncture wale",HOF
hasoc_264,1385535538007056385,"Then question arises what he was doing for last years as CM. He asked vote on the basis of Health &amp; education &amp; won. At the end central govt had to come to rescue. If Modi has to do why do we need even a state govt. , .","Delhi has no power to produce Oxygen.They why blame Arvind kejriwal.::Oxygen supply and vaccine distribution are central government responsibility , they manage these resources,forget delhi all states in india getting oxygen suppy from center so how he is wrong in asking oxygen,hospitals hai doctors hai oxygen nhi hai jo centre dega wahi to manga::It is the central government's duty to allocate oxygen.Oxygen is being taken from West Bengal and allocated to other states as well.Let us not do politics on this.And yes will be re-elected as CM of WB",NONE
hasoc_265,1395012795742121985,but mr mandal you can joke to another religion specially hindu can moke their ritual us ar kuch khte hai to sc st act yad aa jata hai tumhe turant aur purane tweet ko nikal rhe mtlb aaj kamai nhi to time pass kr rhe,There is NOTHING WRONG with mocking any religion.,HOF
hasoc_266,1395802483545415682,bhai matlab kuch bhi ha kuch bhi detey ho yaar ...andh bhakts ko samjhana haati ko chaddi pehnana ek barabar hai,",",NONE
hasoc_267,1398298041380065283,", , dna -","See you soon.You are HERO.::Hey ,that photo n 'Sudhir Choudhary For Ever' is misleading ..... He is alive n recovering in this world now. You should be using something else than this to show ur affection.::chutiya hai sala sudhir::chu,,,,,ya::DNA::Get wel soon sudhir jamati brother are waiting for your news Aaj Ka DNA",NONE
hasoc_268,1395008831999004678,% of Hindus who convert to Christianity belongs to Scheduled Castes and the funny thing is that after conversion they make fun of Hinduism and Hindu people,Sabse jaada Buddhism mai hai na ki Christianity mai.,HOF
hasoc_269,693127703168434176,"psycopath "" """,,HOF
hasoc_270,1391721743769903104,If you don't know Hindi you can actually stay away from lot of crap! Glad I never learnt it,True...the modern modifications of this language are dangerous to humanity,HOF
hasoc_271,1397898437211824137,IT minister should work on vaccination? Or should they find another better vaccine? What do you expect them to do at this time?Sab apke jaise talented nahi hote na madam jo NDTV &amp; Harvard university dono jagah kaam kar le...,"That's why she is HARWARD return::)In modis govt things are different. Yesterday defence minister was handling education matter.2)under Modi no one is independent. They are all working as per his instruction. Entire govt is busy in this matter.Wish they shown such alacrity on and vaccine procurement.::Tumhara toh health minister bhi not working on vaccination.::Thank god Harvard didn't took her , she didn't know what meITy does .::What an answer bro!!!::Nailed it .::Hahahahahaha::::Savage::Siculary tried to their best to neutralize goodwill generated for Mr Modi by vaccination program. By negative scarcity drama. Their days are counted now.::Ya the same way defence minister held a meeting regarding the conduct of th board exams::Harvard University::Hahahahahahahahahhahahahahahahahahahhaahhahahahahahahhahahahahahahah::Harvard::She is Alone, the other guys have s, and it's not her job, but Job of ""Bhakton k Papa"".::Woh Harward nahin Dharwad municipal school tha. Madam ji se typo ho gaya tha!::Nidhi Razvan,Columbia professor pagal hai,IT minister will make vaccine then what the health Minister will do .Talk sense you chamchi.::mei Bina vaccination chelega bass's Jaap Karna Chahiye aur Kuch din ke baad ye bhi nai rahega wah wah kya planning hai sadak Ka chai waala hai na.::::(New Blog Post) ' ( Click &amp; Read )::According to Haywards University Professor IT Minister should leave his job and focus on vaccine. - Please take painkillers Twitter ban and iske dukaan Band::Top and fitting response. These libtards, dumbos don't even have basic knowledge to do an apples to apples comparison. It is their habit to keep portraying negativity.",HOF
hasoc_272,1392756936215449603,Bewaqoof andhe bhakt... Its Christian french white supremacist... Not a muslim... Yesterday u were happy af over its cartoons over islam now its ur turn... Enjoy it as well,"So, finally a muslim accepted that they support terrorism bcz we supported charlie hebdo after the terrorist attack before that no one even know who is charlie hebdo and still we stand against terrorism not like y'all pigs",HOF
hasoc_273,1287846056646959104,",",Deska pap hai,HOF
hasoc_274,1394701718458310661,unfortunately this fucker Vaibhav has blocked me. I would take great pleasure in exposing his vicious bigoted ass otherwise.,Login from someone's account or the Alt::I dont have alt::you can use incognito mode in chrome::oh! I will try mam. thanks.::Got you covered..::Vile fellow,HOF
hasoc_275,1386202629710123009,He has again failed Miserably.BHAKATS TO WAKE UP EKSE IT WILL BE TOO LATE AND THEY WILL NOT BE ABLE TO SEE.CHOWKIDAR WELL DEFINED,Yes Unkil. Bhakats of the family need to wake up.,NONE
hasoc_276,1399052904762286086,", BJP !!!!",Desh mein State haa.. last mein congress ke spokes person ne mna bhi.... Thik se pada likha kar,NONE
hasoc_277,1386184799186870273,After May There will be bigger photo of prime minister in CMO of WB ...Aadat dal lo... Jai Shri Ram,"In the run for that achivement, Viswaguru forgot his duties and the complete nation is suffering::JISPE BITHTI HAI WO HI JANE AADAT DAL LO SUDARNE KI::Yes. But am sure sevak type leaders shouldnt get bad name by sticking their photo all around.::Rong Only for TMC.::In the dustbin of CMO you mean !::Bitter reality more concerned about election than citizen::Lol. I hope it never happens. Bengal doesn't need them. People who don't know Bengal, don't know the traditions and culture dream of ruling Bengal.. Dreams I say.::Tell them to come to TAMILNADU and KERALA and maharastra... lol .. what ever they do.. they can't step in..::With or without garland::Dont worry... On nd Mayvu guys will feel what pee tastes when it directly falls on ur face...::i hope you are right otherwise i dont khow where those beard picture will go....may be infrot of public toilet under swach bharat mission.::Don't worry bhakt haar jaega::Dekhiye kya hota hai..Kahin aapka khwab naa toot jaaye...dard joga::That means bad time starts for Bengal also so sad::After May, there will be no photo of PM in West Bengal. Aum Namah Shivaya::It's your dream dude....::First complete your probation period in BJP IT CELL will get your first salry in.June ! Understand or not yet ?",NONE
hasoc_278,1399057815516246022,U know many things abt keera usi khandan se ho kya aap.,Nahi ye Sonagachhi area ka hai.,HOF
hasoc_279,1392751831210627072,"Farzi log, farzi bill pesh krke sahi saabit ho gaye..... But delhi ko janta sch janti h..... In aapiyo ka",BJP ka toh desh jan gaya hai saheb.,HOF
hasoc_280,1399052222495793154,"Many times it's observed that she looses her patience and start abuses .We are ashamed to view these debates .Why INC sends her?It's,not with Mr Patra even other day with Bhatia too it was observed INC will get adverse publicity by her language",Bad mouthed lady. That's I don't see,NONE
hasoc_281,1386402484244025344,WTG! Excellent job President Biden! You are the best!,In this critical pandemic situation he stopped supply of raw material required for manufacturing of vaccine in india. Now he predicting he has concern about india...stop lie n stop geopolitics ...I love Americans...but now day by day ..::He is a pathetic man with tiny heart. He woke from slumber only after shaming. And that VP Cruella uses her Indian heritage just to mooch votes. Shame on both.,NONE
hasoc_282,1394954856046149633,But cast is not even mentioned in tweet. Then how can this tweet be castiest.,This guy will cry casteism and demand reservation when ISRO sends a manned mission in space lol::Bhai velle baithain h. To ab caste reservation maango. Vese hi sab bdia hai dunia mei,NONE
hasoc_283,1391731134724120584,,"Holy shit. This is savage.::Hamara wala to apne lie mahal banwa raha hai, wo v cr wali",NONE
hasoc_284,1392752152318070786,There are billion muslims. Whole community can't be responsible for one persons action.,Yes and there are billion hindus .. and same whole community can't be responsible for some cases which are highly pushed for ppls own agenda,NONE
hasoc_285,1396187468798570499,,", ,::::::::O teri ......Tu to ghor jutiya hai be Kabhi mil be ........teri saari acharyagiri ghused dunga ........ sun lijiye saheb ..aapki maa behan karenge Acharya Pramod",HOF
hasoc_286,1395658837131096066,The people of Tamil Nadu are being given less vaccines which is a bad thing as the central government is acting against the states which are not accepted by the BJP,"State govt can buy vaccines y are they not doing it::Ask ur state.....my state rajastan is doing good::I'm from West Bengal.. Vaccination is going fine here::thausand or Millions dose of vaccines are destroyed in Tamilnadu::Its a nice decision::There is a problem at the state end too . A may report shows Tamil Nadu is sitting on lakh vaccines from the lot supplied by the centre, Bengal has about lakhs, Odisha lakhs and UP lakhs . There seems a distribution issue at the state level too .::There seems to be an overall excess dosage in the state. It is likely there is demand in urban areas and unused supply in rural areas. Better logistics and coordination would be needed.::Check if Tamilnadu government is working closely with Central government...possibly every state thinks that way. It is natural that if you relationship is good, you will get a better deal.::Bsdk wait for couple of months. Everybody will get it. Bc humesha randi rona.::Because log soch rahe he vaccines lege to kagaj dikh ne padege is liye bahana he modi bole bina kagaj ke lagva lo abhi sab jaayege::you guys need to revolt with the biased Central govtModi is the Biggest Phe""koo"" who just works for GujaratAll these states are ready to revoltKeralaTNTelanganaAPOrissaMaharastraWest BengalPunjabHaryanaKashmirJharkhandChattisgarh::Ask Son of Sun to get you cheeni variety....else wait till July.::How do u say that people of TN are being given less vaccines??::You're born idiot that's why you chose DMK. State is full of vaccines but govt is incompetant in inoculating its people.::V will be better off as smaller nations.",NONE
hasoc_287,1383268041350213635,whats the CM of WB doing?,Nautanki on wheel chair..::Importing BANGLADESHIS.,NONE
hasoc_288,1398309185436061698,I am not against you . But I have never seen you saying any good thing about . Govt may have faltered in some areas but India is a great country. Next time pls write something Good as world reads you,She's a mercenary and mercenaries are not loyal to any country but money.::So no one should ask questions to Narendra? rupees bhakt::SAP STINKS!::Nobody reads her bullshit !! She just brags it on Twitter !!::No one reads this piece of crap she writes. Ofcourse she wont get paid if she writes anything positive abt this country... so she is just trying to earn her two square meals.::Life of Get Up early Abuse BJP in morning spread negativity Abuse BJP again spread Negativity Abuse BJP again Spread Negativity Insult India on International Domain and go to bed peacefully.,NONE
hasoc_289,1399045910739357696,,Jis desh moderchod logonko congi paal ke rakha hai saal se use gandagi ki saag karneke liye sahansheel rehna padta hai aut moka dek ke laat maarna padta,HOF
hasoc_290,1397168173284139012,You can leave india Settle in a country where you can use twitter If it is banned,Hum to India me hi use karenge. When technology is going to help?::Or you can leave Twitter and live in stone age if you don't like it,NONE
hasoc_291,1398326199487590401,,Follow back,NONE
hasoc_292,1399043215739682825,Who is she?,INC's spokesperson::Rahul's kamwali Bai.,NONE
hasoc_293,1399049026620694532,,,HOF
hasoc_294,1392723544014950401,Trees also are Gods for us. They produce oxygen. But we cut them for roads So that cars are comfortable.,True,NONE
hasoc_295,1394948333081300992,But you can joke about others religion god/ goddess.Why no such protest when stand up comedian target Hindu Gods.,I am blocked by this fraud without ever engaging.::Fuck all religion and caste. Bunch of delusions dividing and destroying people::There is nothing wrong with mocking fictional gods &amp; goddesses of any religion.No religion can demand exemption from mockery in a secular country.::This man is a fraud. A morally corrupt scum,HOF
hasoc_296,1383268925606035464,Ya. Mamta Banerjee is sitting at home and doing Bhajan! Isn't it?,"Hey give the ladies a break, one is wounded &amp; the other is suffering from chronic hypocrisy.::Oh ho!She paints her brain and confused state!Bhajjan gayenge toh Hindu parichay out ho jayga!::Ka ka ki ki",NONE
hasoc_297,1398272924927152129,Get well soon Sudhir ji..DNA is waiting,Not Only DNA,NONE
hasoc_298,1383263182953717761,Virus will cease in coming days but if state will lost then have to wait for next five years. Everything is fair in politics for power.,Yes. PM is playing with lives. Super Spreader Go and attend his rallies without mask and land in Hospital.,HOF
hasoc_299,1398647900691783680,Nopes who says Librandus r anti hindus ? Mam pls can i DM u have to tell u something very important about RSS goons . Only if u say yes i will DM but its really urgent mam .,Try to DM me::Abe khud Ka account nakli naam se hai aur RSS ko goons BATA rahe hai ..,NONE
hasoc_300,1385540353495683073,"there are some talks which should remain in the bedroom and the kids shouldn't know about them.. one does have to understand protocols. you have worked in US right, didnt they teach you that if you have to record anything you need to take permission from the other person too?",Tumbler party m will never understand protocols dada,NONE
hasoc_301,1395651543408332800,Yes it is true MAM,"Shez crap under muslim phobia, supported Burhan Wani openly, escaped from India when chargesheet was issued against her.",NONE
hasoc_302,1399047341139582979,Sambit i am sorry how did u miss this. She has used far worse words including Gandi Naali Ka Kida for U. I don't think u should debate with someone who does not even have basic manners. Please listen to this audio posted. She uses this phrase for u which was extremely hurtful.,"Watch to believe::INC to siyasat ka jad hai....::,::::O bhai yeh aayega har jagah aayega kyunki channel par aane ke paise milatein hain isko. Omg you are hurt for him STRANGE????? Log marr rahein hain uss par hurt nahi hue::Ye bolkr gandi nali ka keda bhi apne aap ko sambit ke samne chota mahsus kr rha h...::Jo jaisa hai use vaisa hi kaha jayega keede ko keeda hi to kahenge Use Koyal to nahi kah sakte::Ye to Pagal Aurat h. Iska debate Gali k sadkachap red light area wale logo ki trah hoti h. This is the standard of Congress. Shame::Sambit patra uff gobar patra you deserve this language . Learn how to speak on national channel . if you insult a lady ,You have to face also.::Bilkul sahi javab dia bjp to hai gandi nali ka kida::::Says the follower of ""toolkit"" gang, photo morphers, fake news factory workers &amp; msut ka saudagar. It took you two days to prepare the ""edited version of original""?::Abe chutiye nitin, liar sambit deserves that. He's a tool(kit)::Haha...sun raha tha kal ...Naali ka keeda...ab Madar$&amp;%...behan$&amp;% hi bacha hai channel par aur ki behargi...she is such a loose anchor! Shame on ...mockery of TV anchoring...such helplessness and uselessness?",NONE
hasoc_303,1397922275286937603,and facebook combined pay only % of their total revenue of cr(from India) as tax in India Also from theirs a report in ET that big techs pays less than % tax of there revenue,They use tax havens like cayman islands and ireland to cut down their PBTs thus reducing there taxes to pay,NONE
hasoc_304,1390245301579968512,Wow !!!!!!!! IT cell are pathological liars! And very sore losers!,"she is missing u::Chup hoja::M follow nhi krta re bs isko bolne ka mn krta h toh aa jaata hu::AAP ? AAP::Yeh dikta nahi bhai::Bhartiya jhoota party.....::Dont know which weed is being supplied to these IT cell people.... must be very strong ..::Fake news hai...it's not official account....fake account...::Moral of the story : stop posting photos on social media.Today thy declare u dead, row thy will declare smbody terrorist and silsilla chalte rahega.::news hi fake hai...or Bas ithna pata hai ki..itne darvane provisions hai..... what's app knowledge...::Moral of the story.. Stop believe BJP and its supporters..::Mullo tumse har lash ka badla liya jayega::On Thursday, the West Bengal BJP issued a statement in response to the erroneous portrayal of an India Today journalist as a victim of the post-poll violence in Bengal. The party said the error was due to a ""hyperlink"".::Pathological::Swara ji, I and you did,'t went to Bengal, we are seeing the news on all news channels. Think brodely, I am not an strong supporter of BJP but what is the option of Modi, Congress party is around the Gandhi family and people dislike them.::When there is a tumor you don't think of an alternative. You remove the tumor::Think twice while speaking::WB Govt should file case against these hate mongers n fake news spreader::Apse jaida umid bhi kya kr sakte ...bengal mee jo ho raha hai ager bjp sasit rajye mee hota to kud pri hoti. Sarm kro sarm ....::Dayan mamata::landi::?::Yes definitely bitch hai yeh::BJP is more dangerous then corona...::Literally shameful and completely exposed::, ..... ....::Hey Swara please remove your name title,You never be Bhaskar::TMC , ..::??90% ... % .::::They are not Patho-logical lair.They are AYUSH ministry type lairs.::::Beta swara jara bengal ko BJP ka jheenda leke jana pata chalega tuje::::don't b a fool.::This Swara, good for nothing, shez like Kangna part frm the other side. Isko kaam hai nahi, sirf bhadkate rehti hai.. aap log bina samjhe Twitter mein usko impress karte rehte ho. With so much of illiteracy, I strongly feel that we don't deserve democracy. It's anyways a myth.::Tere ghar me jab koi marega tab samjh me ayga tujhe::, , ?::Twitter did a mistake. They should have suspended BJP accounts instead of Kangu::Suara or who ever you are , it's so sad , in these times when people are going through so much stress of the pandemic , you can't think of anything else but this. It displays the kind of upbringing you had. I pity you.::Hahaha...where is our PM... not even thinking of their people rather more involved in Creating scenes...pity you again::Rohit or what ever you are she is just showing the mind situation of BJP after defeating by TMC. Every one know that the india is in this situation just because of the election and kumbh mela. But for the andh bhakts difficult to digest it.::Can someone please teach English to her? Her exclamation not in right punctuation::Fkn frauds::Ohh = =::Kuch kaam karle nakli auratkuch seva kar desh Mein... Twitter pe har roj hagti rehti hai::And you are the beti of raja Harish Chandra",HOF
hasoc_305,1390979182608326658,", ! ! / , !","Yeh sacchai hai ki::AAP wasted all taxpayer money in such advertisements, this is advertisement party::behad sarmnak::` ` ,` ` , ,",HOF
hasoc_306,1392766830670848000,The reason bhakts have to keep calm becz its france is too far to reach and react. But what would have happen if the same cartoon was published by indian in india. Bhakts would have started trolling,Periyar ko janta hai mulle ?,NONE
hasoc_307,1392737489954111495,"I'm hindu and I'm okay with this. And there will be no protest, no massacre . That's the difference . om santi",Share krde bhai phir.,NONE
hasoc_308,1391723293758033922,,Apne cylinder refill karvane::Puchho mat ..::Oxygen overdose,NONE
hasoc_309,1399042598401196036,Supriya Shrinate shouldn't have called Sambit Patra 'Naali Ka Keeda'. Even keedas have some ethics.,"Who is she?::INC's spokesperson::Rahul's kamwali Bai.::Seriously::::Ka keeda::Yes you are right. At least She has some ethics to be called nali ka keeda::Tit for tat::::Well said supryaji,::Apko achha laga nali ke keede!::Hahahaha eipc oneKhichad Ka keeda doesn't have any ethics actually khichad me khulne *** walo me b ethics Nahi h::Just like u::reminds me kaankhajuracentipede::ACHAMBHIT KUPATRA =::::Yeh le be lund face::When sambit can call her Naagin and Saanf why can't she. She just said keeda. She replied him in his own language that's it. And Gobar Patra will label her Uncultured. He is really a Keeta. Not just Naali ka keeda but Gutter ka keeda::Add this also okay. Then let's see what Gobar patra fans has to say::U know many things abt keera usi khandan se ho kya aap.::Nahi ye Sonagachhi area ka hai.::That aajtak anchor anjana is crying like ""paapa ko mat gaali diyo kyun kar rahe ho aisa""::Yes. And she has no right to insult "" "".::Like you::Whet that means in English ?::Yeah we agree..Rahul Gandhi must be feeling offended::Even keeda have some ethics but congress doesn't::Next level::True::I think snakes also got angry::True that unlike you and that supriya.::But that gandi naali is also known as India::Bhai Keede ethics Kahan se Dekha?::Correction: She shouldn't have said 'Gandi Nali ka Do Takke ka keeda' those keedas too have ethics &amp; brains::Monk woh bhi high::Yes nali ka kida did learnt from fellow chamchas::I got something for you::I didn't knew you had ethics::another naali ka bataneen keeda... fake account holder::Yeah. I see ethics in your profile picture.::Okay fuckface::Better than you who will know about keedas.::Yeah I love BJP::teri gan jali na jalina congress funded tweet::::Actually she ment it for Congress...slip of tongue...::Fuc tu sale surrrrr se vi bura dikhata he andh vakt::Ok what about your boss pappu.::But rahul gandhi don't ethics Keeda &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; rahul ji::Lgta hai companion ho keedo ke. Kya bat::Yes you learnt that ethics in Sonagachhi where she was teaching.::Sahi baat nali ka Kira to dikh raha hai wo bhi gaar se paida huya::Rahul Gandhi ki tatti khana band kare sabhi Khangressi,, kyunki mooh se bahar aane lagi hai ab::Is the first trend on a congress spokesperson by bjp in years.. When fake bullies face shame they trend::Dude even donkeys have a reputation.. referring them continuously to a man named Rahul Gadha..oops sorry Gandhi, from Delhi is an insult to them as well.::Keedas have some ethics? koi sense hai is baat ki::Abuse supporter::Change word Monk in your name..Monk doesnt suit you..'Gatar' still suits you better..::Keedas have ethics but she even doesn't have it..Unethical, pseudo feminist::Keede ke ethics?? Jaise ki??::Tera mai secular keeda hai jo sabsa bara keeda hai..::Jaa pehle israel ke saath khda hole::Fake Gandhis have Max ethics.::ur the same breed bro. heel is enuf. zindagi.mei bhikk mangte rahe aap. biwi khol ke deti.rahi aapke ke ghar mei chicken aye.::Andh congress chamchas ass burning after the debate congress chamchas::You and your so called sickular party congress can only use abusive words because it is your culture and this anti national Inc spokesperson represent her culture::Tera culture dikhaun ?::, BJP !!!!::Desh mein State haa.. last mein congress ke spokes person ne mna bhi.... Thik se pada likha kar::Problem is supriya shrinate is lady warna sabko aata hai iska jawab dena. Female ke garb mein males ko kuch bhi bolo. Aise wo kya hai aur kaise wahan pahunchi sabko pata hai. Unki naali sabne dekha hai::::I really appreciate u didn't got so cheap like .women like Are bad for our society and childrenWe respect your attitude .no wrds for ur patience get well soon pathetic mindset::::::Don't behave like elite Gandhi Nehru parivar who can get away abusing any1.Have some respect for common man. They r not privileged like foolish pappu.They achieved doing hard work.",HOF
hasoc_310,1396137434119819265,If pilot cries instead of doing what he is supposed to do What will happen to the planeThe nation wants to know,::If sonia cries on the death of islamic extremists then,NONE
hasoc_311,1398683884196274177,,,HOF
hasoc_312,1392710912583233536,I don't think any Hindu is going to massacre the cartoonist for this,"You people Lynch, thats you Speciality::Do these dirty pigs understand this??",NONE
hasoc_313,1413977415760502784,Thats why modi giving him ministry what the hell is happening in India,"Very true sir::::To all those blind bhakts who still think development means Hindu, Muslims, and all those nonsense jumla. Btw non-sense means having no judgemental seance we r becoming same like Germans in till . R U getting my point ?::Improve your English....::Suvar ke muh valle nesuvara ko jawab diyya::Bhai Tu bass Kar ...Tu to sabse BADA chuuu....hain::Only hell is happening only for hell people like you..",HOF
hasoc_314,1391982460875907077,"I just visited your profile and the amount of ""HINDU HATE"" you have vomited on ur Twitter shows what kind of mindset u have! Better to shut up &amp; look into mirror first. Before arresting munmum u must be arrested fr hating hindus! She has apologized fr her mistake!! Will u nw?",Please look into this... I dont know this man but i saw his profile.. He abuses brahmins all the time and today he is after Munmun datta for a mistake fr which she has apologized.,HOF
hasoc_315,1398268834998411273,"Can't see sudhir bhai like this , dear god pls free him from all his pains","Oh my Godse::?::Jyga jyga::Ese reaction daalte waqt news link b share krdia kro.::Aameen::::and should free him ASAP...::I can read both ways.::::Aisa jeena bhi koi jeena hai...::::Fingers crossed. Hoping what's best for the country::::Prayers are needed. Sab apne mann mein hi prarthana karen.::??::min ke liye...::RIP::Lets all pray for our country's betterment.::Please take DNA::RIP::Yeh Mukti day uskay shareer ko bhagwaan::""thou who wish ill to others , have their souls at stake already ""::Didn't he get coronil treatment?::::Someone transfer him to Gaushala and hand him a CORONIL bottle::Karma::Abhi Alvida na Kehna::Itni nafrat..kaise log ho..::Amen::May Almighty Accept Your Prayers::What?::Bhagwan to desh k liye Shi ho wo kre.::Same wid u ..::Lungs::?::::Sudhir Chaudhary is corona positive::::::Dua de raha hai ya laga raha hai::I hope he gets a bed in baba ramdev's ashram , bacha lo isko baba::Stay safe corona::Nimo bhai cbi ki mang kare kya sudhir sir ke liye ??::Marr gaya kya ?::Mere ek dost ko aisa hi hua tha wo marr gaya. Uska naam tha Rohit Sardana. Isliye bataya::Won't happen. You will go first, for sure .::After analysis it was confirmed that corona19 ko hua hai.. Aur aj gyarawa din hai... Bs tin din ki baat hai aur..? To be continued.... Till next::Ye Tihari bhi na.. Hamare Sanathan ayurveda chod ke sikular western walon ka English medicine le raha hai.. Gau mutr peena chahiye, Coronil lena chahiye na.. Lagta hai ye bhi liberandu banraha hai.. RIP::Ayurvedic users admitted in Allopathic institutions::Why?::::RIP::Ameen.::As you sow so u reap karma will hit u back don't worry all u people who r making India worse::Bsdk::RIP",NONE
hasoc_316,1390557210648858626,Tejasvi sir will be next CM ... God bless him ..,I mean tejasvi surya sir,NONE
